Student_ID,Course_ID,Engagement_Time_Minutes,Participation_Frequency,Activity_Type,Completion_Status,Last_Active_Date,Average_Score,Device_Used,Time_Spent_Per_Session_Minutes,Course_Completion_Percentage,Total_Quizzes_Attempted,Total_Forums_Posted,Preferred_Learning_Mode
8552b536,edbdb4,305,27,Assignment,In Progress,2022-06-19T00:00:00.000000000,93,Desktop,56,90,16,24,Live Sessions
adc8d7e8,f6fe1c,298,5,Video Lecture,In Progress,2023-03-27T00:00:00.000000000,65,Mobile,92,84,2,47,Self-Paced
e808c41a,979d9d,217,18,Discussion Forum,In Progress,2023-11-26T00:00:00.000000000,99,Desktop,29,42,5,26,Hybrid
2ba5b578,25531c,321,10,Discussion Forum,Completed,2023-12-09T00:00:00.000000000,86,Desktop,70,59,12,4,Live Sessions
76d9f23a,c2d6cd,443,27,Assignment,Completed,2023-04-30T00:00:00.000000000,81,Laptop,55,39,11,34,Hybrid
2945efc4,8826dd,581,2,Video Lecture,Completed,2022-11-05T00:00:00.000000000,59,Mobile,105,20,19,48,Hybrid
d5db319f,3e068b,306,17,Quiz,Completed,2023-12-28T00:00:00.000000000,98,Desktop,116,24,3,28,Hybrid
78d03a33,8d528b,418,14,Quiz,In Progress,2022-02-20T00:00:00.000000000,65,Laptop,8,46,18,20,Hybrid
1289b36a,2f62e9,117,14,Video Lecture,In Progress,2024-01-22T00:00:00.000000000,84,Mobile,106,18,10,18,Hybrid
4c8382bd,59bc21,79,28,Quiz,In Progress,2023-09-11T00:00:00.000000000,55,Desktop,70,70,0,35,Self-Paced
f0788af6,b675bc,170,21,Video Lecture,Completed,2022-01-08T00:00:00.000000000,77,Mobile,105,0,19,35,Hybrid
4fa5556b,d4121c,497,14,Video Lecture,Completed,2023-02-15T00:00:00.000000000,84,Laptop,29,62,12,33,Live Sessions
d470d4ff,b1ffdb,554,13,Quiz,In Progress,2022-12-12T00:00:00.000000000,98,Mobile,67,5,6,26,Self-Paced
9a447af7,806958,458,10,Video Lecture,In Progress,2022-01-26T00:00:00.000000000,99,Laptop,111,94,2,36,Hybrid
9780baed,f6403b,587,21,Discussion Forum,Dropped,2023-09-27T00:00:00.000000000,72,Desktop,95,92,2,28,Live Sessions
db1c91dd,6115a5,58,2,Quiz,In Progress,2023-11-20T00:00:00.000000000,89,Desktop,75,70,6,36,Hybrid
98c50035,b3c399,120,12,Quiz,Completed,2024-01-08T00:00:00.000000000,87,Mobile,99,5,10,31,Live Sessions
643b7d2f,5f71d8,301,28,Discussion Forum,In Progress,2024-02-20T00:00:00.000000000,56,Desktop,74,31,19,2,Live Sessions
74e435fd,50185d,197,28,Assignment,In Progress,2023-02-15T00:00:00.000000000,92,Desktop,47,2,17,45,Live Sessions
de023e0d,e5dd52,509,10,Quiz,Completed,2023-03-21T00:00:00.000000000,70,Mobile,112,87,10,32,Self-Paced
139ffca5,bea110,564,12,Video Lecture,Completed,2022-08-06T00:00:00.000000000,87,Laptop,65,39,7,40,Live Sessions
645626a8,00d4e0,448,21,Quiz,Completed,2022-03-11T00:00:00.000000000,69,Desktop,58,99,16,11,Self-Paced
008569ed,60aecd,302,3,Quiz,In Progress,2024-01-07T00:00:00.000000000,61,Tablet,98,41,5,33,Live Sessions
fb1f0c15,b02304,562,24,Video Lecture,Completed,2022-07-26T00:00:00.000000000,92,Desktop,51,33,15,11,Self-Paced
29f0ba89,e215aa,355,12,Quiz,Completed,2022-12-27T00:00:00.000000000,97,Tablet,6,84,15,11,Hybrid
42e9fcce,b7b232,366,22,Quiz,In Progress,2022-01-31T00:00:00.000000000,63,Laptop,109,82,19,30,Self-Paced
ca15cb30,572ec4,278,4,Video Lecture,Completed,2022-07-27T00:00:00.000000000,84,Tablet,41,76,13,36,Self-Paced
3d5bb08c,9848a6,75,28,Discussion Forum,Completed,2023-05-04T00:00:00.000000000,84,Tablet,37,86,15,20,Live Sessions
cc0afdfd,9284f4,203,19,Video Lecture,Completed,2022-08-19T00:00:00.000000000,56,Tablet,17,41,9,11,Self-Paced
a6440ac7,746785,109,25,Quiz,Completed,2023-10-31T00:00:00.000000000,55,Laptop,38,58,11,31,Self-Paced
90b233f8,a05eb9,487,10,Quiz,Completed,2023-04-10T00:00:00.000000000,72,Tablet,88,44,11,10,Self-Paced
dde008a6,2366cc,147,15,Video Lecture,In Progress,2023-12-05T00:00:00.000000000,73,Mobile,36,36,16,46,Live Sessions
f7f77d19,ccc884,318,28,Quiz,In Progress,2023-05-09T00:00:00.000000000,57,Mobile,104,52,19,6,Hybrid
2965d2f3,dce802,330,15,Video Lecture,In Progress,2022-01-20T00:00:00.000000000,99,Laptop,54,14,8,31,Self-Paced
8228c3e0,0caf98,18,1,Discussion Forum,Completed,2023-05-05T00:00:00.000000000,97,Tablet,100,72,15,28,Self-Paced
4d042d92,82ad41,67,14,Quiz,Completed,2022-11-14T00:00:00.000000000,65,Laptop,70,60,2,44,Live Sessions
b03b2318,12b6d6,269,20,Assignment,Completed,2023-10-13T00:00:00.000000000,99,Laptop,107,75,18,34,Hybrid
02bc98d6,63c107,482,6,Video Lecture,Completed,2023-10-18T00:00:00.000000000,81,Tablet,39,6,7,48,Hybrid
7b622177,15fed9,366,12,Video Lecture,In Progress,2023-10-14T00:00:00.000000000,82,Tablet,67,50,3,26,Self-Paced
27f5a5f9,05097e,338,21,Quiz,Dropped,2022-08-29T00:00:00.000000000,81,Laptop,16,65,7,13,Hybrid
3ccecd33,916407,276,5,Discussion Forum,Completed,2022-12-27T00:00:00.000000000,91,Mobile,75,34,13,14,Live Sessions
427d9a1a,943d8a,242,8,Video Lecture,Completed,2022-12-10T00:00:00.000000000,69,Desktop,104,38,15,30,Hybrid
7542e8cf,b7bef3,570,19,Quiz,Dropped,2023-04-01T00:00:00.000000000,81,Tablet,118,66,16,4,Hybrid
94d155ee,12053b,279,4,Quiz,Completed,2022-07-29T00:00:00.000000000,70,Desktop,7,41,7,33,Hybrid
34de997f,dbbe6e,307,25,Video Lecture,In Progress,2024-03-01T00:00:00.000000000,55,Desktop,106,94,10,33,Live Sessions
e1c5e417,1dad39,562,24,Assignment,In Progress,2024-01-16T00:00:00.000000000,86,Desktop,46,15,2,13,Live Sessions
6a8c214a,54091a,449,1,Assignment,In Progress,2022-07-21T00:00:00.000000000,53,Mobile,68,86,16,24,Live Sessions
a5d60466,c03e3f,257,27,Assignment,Completed,2022-10-09T00:00:00.000000000,85,Mobile,17,77,10,9,Hybrid
dac4f7de,18f17d,497,24,Discussion Forum,In Progress,2023-06-18T00:00:00.000000000,62,Tablet,21,7,11,49,Hybrid
20efeb02,1d4729,386,15,Assignment,In Progress,2023-06-16T00:00:00.000000000,88,Desktop,55,14,19,27,Hybrid
aebe26d5,6a210e,52,29,Video Lecture,Completed,2023-07-16T00:00:00.000000000,55,Mobile,73,99,4,43,Live Sessions
37686668,923328,276,1,Video Lecture,Completed,2022-04-14T00:00:00.000000000,90,Desktop,17,10,10,0,Self-Paced
0c7a25f2,96d56a,123,16,Video Lecture,Completed,2022-01-22T00:00:00.000000000,58,Desktop,78,30,9,25,Self-Paced
fd3d75f9,c1ce7d,288,12,Discussion Forum,Completed,2022-11-30T00:00:00.000000000,93,Desktop,104,21,9,1,Hybrid
b82f903f,c754d4,39,8,Discussion Forum,Completed,2023-01-28T00:00:00.000000000,65,Mobile,93,57,19,20,Hybrid
ad88e9a2,9226c9,430,22,Discussion Forum,Completed,2022-07-04T00:00:00.000000000,57,Desktop,5,13,9,22,Self-Paced
e5c95e8a,56d40c,114,23,Video Lecture,In Progress,2022-06-22T00:00:00.000000000,76,Mobile,101,49,14,28,Self-Paced
740d0a92,22598,517,11,Quiz,In Progress,2023-08-29T00:00:00.000000000,81,Laptop,17,64,16,40,Live Sessions
87f0100c,e0f6d6,87,27,Assignment,Dropped,2022-12-04T00:00:00.000000000,70,Mobile,63,80,0,7,Live Sessions
0ae40740,8dc031,408,22,Quiz,Completed,2022-12-14T00:00:00.000000000,99,Mobile,13,68,16,28,Self-Paced
a0ca5f1c,34a840,46,3,Discussion Forum,Dropped,2024-01-10T00:00:00.000000000,59,Tablet,93,29,13,2,Hybrid
f12631c0,c1cdb6,332,20,Assignment,In Progress,2023-01-24T00:00:00.000000000,65,Mobile,94,88,6,34,Hybrid
a7ad2dcd,d61f5e,112,2,Video Lecture,Completed,2022-02-15T00:00:00.000000000,54,Tablet,13,75,5,38,Hybrid
3b178122,6a5c22,442,1,Assignment,In Progress,2023-05-01T00:00:00.000000000,78,Mobile,14,86,15,43,Live Sessions
87ff796c,3af3ff,538,18,Quiz,Completed,2023-09-17T00:00:00.000000000,83,Desktop,100,38,3,30,Hybrid
a9c6121a,8a722a,273,1,Quiz,In Progress,2022-10-10T00:00:00.000000000,74,Tablet,67,82,17,10,Self-Paced
c109798a,fdcbf0,571,4,Assignment,Completed,2023-11-06T00:00:00.000000000,68,Tablet,82,99,1,48,Hybrid
235e21bc,a89147,109,7,Quiz,Completed,2022-10-22T00:00:00.000000000,79,Tablet,59,29,19,8,Self-Paced
d777bdb3,f2bb25,338,8,Video Lecture,In Progress,2022-09-29T00:00:00.000000000,55,Laptop,107,66,14,37,Hybrid
e07f060f,a1e00b,325,6,Discussion Forum,Completed,2023-08-27T00:00:00.000000000,54,Mobile,72,83,6,35,Self-Paced
2b59f07a,fdd3b0,566,8,Assignment,Completed,2022-03-01T00:00:00.000000000,93,Laptop,40,40,4,44,Hybrid
0a681523,5bdb72,326,18,Quiz,In Progress,2023-03-12T00:00:00.000000000,85,Tablet,74,54,16,27,Hybrid
a527f658,324b12,204,19,Discussion Forum,Completed,2023-12-19T00:00:00.000000000,90,Desktop,15,31,18,32,Self-Paced
cfee826b,b82169,47,25,Discussion Forum,In Progress,2023-03-07T00:00:00.000000000,71,Tablet,8,70,6,13,Hybrid
0a5056d8,6b568d,452,3,Video Lecture,Dropped,2023-07-22T00:00:00.000000000,83,Desktop,58,70,0,14,Self-Paced
d27a5243,1aaaad,65,22,Assignment,Completed,2022-02-22T00:00:00.000000000,79,Laptop,104,82,16,35,Self-Paced
b73dec9b,44a8a9,345,24,Assignment,Completed,2023-04-03T00:00:00.000000000,79,Tablet,25,82,9,34,Hybrid
6afe8c1b,15fef2,500,19,Assignment,In Progress,2023-08-26T00:00:00.000000000,54,Laptop,115,35,1,18,Live Sessions
7e3c9042,6.50E+46,121,16,Video Lecture,Dropped,2022-07-31T00:00:00.000000000,74,Desktop,90,26,19,13,Hybrid
e9e070e6,b7f393,432,8,Video Lecture,Completed,2023-02-03T00:00:00.000000000,75,Mobile,26,4,10,20,Self-Paced
047dc4d8,ab6345,354,1,Assignment,Dropped,2022-02-12T00:00:00.000000000,52,Laptop,17,15,7,13,Live Sessions
c91d7c1c,2b72df,539,6,Assignment,In Progress,2023-07-05T00:00:00.000000000,73,Mobile,114,39,14,21,Live Sessions
08cd8aa1,80c791,29,2,Quiz,Completed,2023-06-09T00:00:00.000000000,53,Desktop,79,19,2,29,Hybrid
c1ab90ec,0d10e7,44,10,Discussion Forum,In Progress,2023-06-21T00:00:00.000000000,98,Desktop,80,74,15,3,Self-Paced
62b501b6,ae4e57,296,23,Video Lecture,Completed,2023-04-03T00:00:00.000000000,83,Tablet,35,49,6,11,Live Sessions
3a4a35bc,215b1c,373,18,Quiz,In Progress,2023-07-21T00:00:00.000000000,56,Mobile,24,17,1,37,Self-Paced
f06c3ba0,edbec8,147,25,Video Lecture,In Progress,2022-05-18T00:00:00.000000000,82,Laptop,38,12,5,11,Self-Paced
1160c4eb,5178fd,45,5,Assignment,Completed,2023-02-06T00:00:00.000000000,97,Desktop,74,70,11,38,Self-Paced
5ea56c53,ff2cf5,530,14,Discussion Forum,Completed,2022-08-25T00:00:00.000000000,66,Mobile,27,99,19,28,Live Sessions
1000956f,dba6fc,358,27,Quiz,Completed,2023-12-12T00:00:00.000000000,60,Laptop,75,11,2,41,Self-Paced
791cb23f,1ce83f,296,11,Video Lecture,In Progress,2022-02-04T00:00:00.000000000,57,Mobile,55,54,12,22,Hybrid
722c2221,d17f9f,197,2,Discussion Forum,Dropped,2022-06-03T00:00:00.000000000,75,Mobile,56,27,11,12,Live Sessions
591480cf,b94c88,452,7,Video Lecture,In Progress,2022-03-22T00:00:00.000000000,69,Mobile,34,36,13,16,Self-Paced
19c557e7,f8cc29,39,14,Assignment,Completed,2023-06-29T00:00:00.000000000,53,Desktop,15,80,18,0,Live Sessions
a4a43bc0,c61fe9,229,9,Assignment,Completed,2024-01-11T00:00:00.000000000,90,Laptop,118,38,2,8,Live Sessions
775778a6,83ab2d,373,20,Video Lecture,Completed,2022-11-25T00:00:00.000000000,73,Tablet,45,29,10,18,Self-Paced
0394e0d0,a40e9d,23,8,Quiz,In Progress,2022-05-15T00:00:00.000000000,80,Tablet,42,68,2,33,Hybrid
f411d696,50a392,340,18,Assignment,Dropped,2023-03-01T00:00:00.000000000,85,Mobile,105,53,17,28,Self-Paced
0a11a3f6,103260,151,24,Assignment,Completed,2024-02-29T00:00:00.000000000,53,Mobile,70,83,10,14,Hybrid
60d28015,b9d28a,300,5,Video Lecture,Completed,2022-12-26T00:00:00.000000000,97,Mobile,9,64,15,17,Self-Paced
1a9233b3,f02bcc,79,9,Quiz,Completed,2023-12-18T00:00:00.000000000,99,Mobile,40,2,8,45,Hybrid
bc98a6df,0f2c3d,441,10,Video Lecture,In Progress,2022-12-09T00:00:00.000000000,72,Laptop,42,89,2,22,Live Sessions
74424b94,ae8c2e,25,22,Video Lecture,Completed,2023-03-27T00:00:00.000000000,55,Tablet,58,1,3,0,Live Sessions
9f3ca644,d9a0e1,323,28,Discussion Forum,Completed,2022-04-11T00:00:00.000000000,73,Desktop,37,89,6,12,Live Sessions
0f42ffab,9695a6,105,12,Assignment,Completed,2022-03-21T00:00:00.000000000,52,Mobile,92,66,2,39,Live Sessions
8bebe946,9c10c6,362,11,Quiz,In Progress,2023-04-25T00:00:00.000000000,57,Laptop,29,60,7,24,Hybrid
4495f346,c7e1ef,385,14,Discussion Forum,In Progress,2022-12-14T00:00:00.000000000,60,Mobile,106,25,8,45,Live Sessions
53297702,11f066,237,18,Assignment,In Progress,2023-09-30T00:00:00.000000000,60,Laptop,101,35,8,25,Self-Paced
9c08632c,4b7ddf,394,28,Video Lecture,Completed,2022-06-27T00:00:00.000000000,96,Tablet,78,3,5,49,Self-Paced
76a5bf73,5265de,28,13,Video Lecture,Completed,2023-01-17T00:00:00.000000000,96,Desktop,91,72,10,39,Self-Paced
d1b8a500,de43ce,188,26,Video Lecture,Completed,2022-02-02T00:00:00.000000000,54,Tablet,32,47,1,6,Live Sessions
a05f80c1,7eb6b2,578,15,Video Lecture,Completed,2023-11-01T00:00:00.000000000,77,Mobile,71,89,1,0,Hybrid
4c4f1f3c,87127,571,10,Discussion Forum,Dropped,2024-02-26T00:00:00.000000000,52,Tablet,111,63,19,0,Live Sessions
79c2ec9c,46030e,344,27,Discussion Forum,Completed,2023-02-14T00:00:00.000000000,78,Tablet,80,65,10,32,Hybrid
6f117cae,f57fcf,377,23,Quiz,In Progress,2024-01-16T00:00:00.000000000,64,Tablet,79,11,13,0,Self-Paced
1a54fd47,8bd4cf,294,14,Assignment,In Progress,2022-12-07T00:00:00.000000000,84,Mobile,17,47,13,1,Hybrid
6baa8241,df85f2,499,15,Quiz,Completed,2023-05-16T00:00:00.000000000,55,Desktop,50,61,8,44,Hybrid
f3ab6947,18b4d5,297,6,Discussion Forum,Completed,2022-07-11T00:00:00.000000000,79,Tablet,38,47,14,25,Hybrid
3cb34b66,e58d89,89,16,Assignment,Dropped,2022-04-15T00:00:00.000000000,70,Desktop,107,96,15,24,Self-Paced
10ac4f72,69299f,249,13,Discussion Forum,In Progress,2023-04-22T00:00:00.000000000,87,Desktop,100,58,16,39,Self-Paced
01f0b622,530051,359,23,Assignment,Completed,2023-12-08T00:00:00.000000000,86,Mobile,103,7,14,4,Self-Paced
eb718797,aa22dc,25,11,Assignment,In Progress,2023-11-11T00:00:00.000000000,54,Tablet,36,0,7,35,Self-Paced
f296e7b8,d51563,136,4,Quiz,Completed,2022-01-21T00:00:00.000000000,83,Laptop,8,52,2,10,Live Sessions
d2374336,c654b4,141,13,Video Lecture,Completed,2023-08-22T00:00:00.000000000,71,Tablet,30,3,16,3,Self-Paced
20d433e5,d8e3c6,431,4,Discussion Forum,In Progress,2023-10-15T00:00:00.000000000,90,Laptop,41,44,9,28,Self-Paced
070aee41,2eba83,546,15,Video Lecture,Completed,2022-12-26T00:00:00.000000000,86,Laptop,69,53,10,10,Self-Paced
a622b523,c717db,15,2,Video Lecture,In Progress,2023-08-09T00:00:00.000000000,63,Desktop,98,92,7,20,Live Sessions
09c2734f,8c3225,87,3,Discussion Forum,Completed,2022-11-02T00:00:00.000000000,67,Tablet,6,50,14,26,Self-Paced
5d756fa1,58e43a,573,4,Discussion Forum,Completed,2022-04-26T00:00:00.000000000,68,Laptop,48,36,12,46,Hybrid
45b58f06,d887b9,563,26,Assignment,Completed,2023-12-16T00:00:00.000000000,66,Desktop,6,43,10,31,Live Sessions
e124dcd0,30b74c,220,29,Video Lecture,Completed,2022-07-02T00:00:00.000000000,54,Desktop,24,80,17,16,Live Sessions
ec5a8dda,786b93,558,14,Video Lecture,In Progress,2023-08-16T00:00:00.000000000,75,Desktop,38,61,3,16,Hybrid
8c244827,ed7f6c,57,12,Quiz,Completed,2023-02-08T00:00:00.000000000,81,Tablet,118,8,10,12,Hybrid
d37e152b,e24f59,598,20,Discussion Forum,In Progress,2023-01-26T00:00:00.000000000,82,Mobile,111,59,16,16,Hybrid
ddd19a86,19578c,127,10,Video Lecture,In Progress,2024-01-03T00:00:00.000000000,88,Desktop,98,90,12,34,Hybrid
07f131d2,99e72b,418,11,Discussion Forum,Dropped,2023-12-13T00:00:00.000000000,67,Mobile,6,54,16,46,Live Sessions
4e769c4a,8ed5c6,198,7,Discussion Forum,Completed,2023-12-27T00:00:00.000000000,87,Mobile,34,17,5,18,Hybrid
3bb4d0ca,dc2323,313,10,Quiz,Completed,2024-01-22T00:00:00.000000000,92,Desktop,38,5,16,13,Hybrid
f62c8c68,1eb762,454,7,Video Lecture,Completed,2023-07-28T00:00:00.000000000,92,Tablet,96,93,19,38,Live Sessions
493d0ca9,ebdffc,559,5,Assignment,In Progress,2023-06-22T00:00:00.000000000,84,Laptop,114,4,17,10,Hybrid
d9408a00,f6bf55,235,16,Discussion Forum,In Progress,2022-10-30T00:00:00.000000000,72,Mobile,114,80,12,2,Self-Paced
3f8f3ec5,c96e45,296,5,Video Lecture,In Progress,2024-01-29T00:00:00.000000000,82,Mobile,17,33,9,8,Live Sessions
dc1bf2a0,d62b99,245,12,Discussion Forum,Completed,2023-11-18T00:00:00.000000000,77,Laptop,49,16,12,3,Self-Paced
b4c1da11,d9ef22,314,13,Discussion Forum,In Progress,2022-05-13T00:00:00.000000000,51,Desktop,19,5,9,37,Live Sessions
87adcb3b,290568,589,22,Assignment,In Progress,2022-04-01T00:00:00.000000000,64,Laptop,62,65,4,49,Live Sessions
243bb6aa,c4d97c,330,8,Discussion Forum,Dropped,2023-03-25T00:00:00.000000000,69,Mobile,56,97,3,25,Live Sessions
a7130ed6,2a5322,261,29,Assignment,Completed,2022-12-29T00:00:00.000000000,98,Desktop,25,46,6,12,Live Sessions
11d34de6,9f2fe6,91,25,Assignment,In Progress,2022-06-02T00:00:00.000000000,69,Desktop,92,54,11,18,Self-Paced
25393499,75340c,507,19,Discussion Forum,In Progress,2024-01-17T00:00:00.000000000,78,Mobile,41,59,14,16,Hybrid
06cb44ba,06b9d9,128,3,Video Lecture,Completed,2023-09-25T00:00:00.000000000,97,Desktop,51,44,16,17,Self-Paced
eac941c0,e75c47,426,8,Discussion Forum,Dropped,2023-12-18T00:00:00.000000000,51,Laptop,112,91,2,21,Hybrid
1332d5e0,7620f0,209,19,Video Lecture,Dropped,2023-07-03T00:00:00.000000000,83,Laptop,20,83,0,47,Self-Paced
f2e990e9,68eb5e,288,21,Quiz,Completed,2024-01-27T00:00:00.000000000,66,Mobile,56,20,9,29,Live Sessions
fc8296f8,d45f6e,417,19,Assignment,In Progress,2023-02-25T00:00:00.000000000,65,Mobile,67,44,16,9,Live Sessions
4cb84bc9,32700b,520,21,Discussion Forum,In Progress,2022-05-25T00:00:00.000000000,59,Mobile,111,19,14,11,Live Sessions
fa78ecec,aecc07,32,9,Assignment,In Progress,2023-06-23T00:00:00.000000000,76,Mobile,97,42,9,19,Self-Paced
8f49d8a2,492a4e,349,22,Discussion Forum,Completed,2022-05-29T00:00:00.000000000,80,Mobile,29,90,0,12,Live Sessions
011d4eb1,772615,261,24,Video Lecture,In Progress,2022-10-05T00:00:00.000000000,64,Laptop,5,28,2,13,Self-Paced
68f9d5ee,0d0e17,42,7,Quiz,Completed,2023-04-18T00:00:00.000000000,94,Desktop,21,52,11,8,Self-Paced
cd70a58a,20975,430,11,Quiz,Completed,2022-12-13T00:00:00.000000000,85,Laptop,9,51,3,17,Self-Paced
409f0f94,8d5e4d,12,13,Discussion Forum,Completed,2023-02-01T00:00:00.000000000,62,Tablet,28,40,1,44,Hybrid
a3e4ee93,8210f7,168,28,Assignment,In Progress,2023-12-25T00:00:00.000000000,75,Laptop,64,32,6,16,Self-Paced
a7a2a76d,a6e88c,455,11,Quiz,In Progress,2023-09-10T00:00:00.000000000,68,Tablet,79,0,1,24,Hybrid
cd1da8ef,8065af,572,22,Discussion Forum,In Progress,2022-06-22T00:00:00.000000000,62,Mobile,94,55,3,43,Self-Paced
a22f7004,0bd58f,13,7,Quiz,In Progress,2023-08-10T00:00:00.000000000,51,Desktop,34,48,12,45,Hybrid
83dcf016,f9d64c,28,17,Discussion Forum,Completed,2022-10-28T00:00:00.000000000,84,Tablet,78,69,16,47,Hybrid
de255c1a,cc296b,118,10,Video Lecture,In Progress,2023-01-06T00:00:00.000000000,74,Laptop,11,99,10,38,Self-Paced
af6fe3ec,8abb2c,411,6,Assignment,In Progress,2022-12-08T00:00:00.000000000,81,Tablet,98,65,9,44,Self-Paced
5c0db01a,d95c12,22,10,Discussion Forum,In Progress,2022-12-21T00:00:00.000000000,57,Desktop,97,53,6,6,Self-Paced
bff66a0d,ff303f,553,17,Assignment,Dropped,2022-03-19T00:00:00.000000000,81,Tablet,10,13,8,27,Live Sessions
75258952,b1471f,524,9,Quiz,Completed,2022-01-19T00:00:00.000000000,65,Desktop,5,78,16,19,Hybrid
ba001f64,980d31,454,19,Video Lecture,Completed,2024-02-24T00:00:00.000000000,82,Desktop,112,74,7,10,Self-Paced
dc46d8a4,3e514e,474,12,Quiz,Completed,2023-07-06T00:00:00.000000000,91,Laptop,78,28,9,48,Self-Paced
b911121a,bf5ace,78,4,Quiz,In Progress,2023-01-02T00:00:00.000000000,99,Mobile,47,86,9,17,Hybrid
73a9e7e2,ad1fdd,279,25,Quiz,In Progress,2022-07-09T00:00:00.000000000,55,Tablet,114,71,6,41,Self-Paced
6ebf6585,073ae7,328,21,Quiz,Completed,2023-12-27T00:00:00.000000000,76,Mobile,77,97,9,13,Hybrid
e1568256,c0ab42,372,21,Video Lecture,In Progress,2023-04-28T00:00:00.000000000,92,Desktop,38,64,15,34,Hybrid
5f64474a,189808,553,2,Discussion Forum,Completed,2023-04-08T00:00:00.000000000,78,Desktop,118,20,4,22,Hybrid
cb38f882,03458e,516,27,Assignment,Completed,2023-01-28T00:00:00.000000000,52,Tablet,67,1,6,20,Live Sessions
6320e369,625534,471,22,Video Lecture,In Progress,2023-12-26T00:00:00.000000000,78,Laptop,112,63,11,42,Live Sessions
1e44e49b,d66a73,188,8,Video Lecture,Completed,2023-12-26T00:00:00.000000000,54,Desktop,98,61,12,20,Self-Paced
45147943,bd9627,543,7,Discussion Forum,Completed,2023-06-14T00:00:00.000000000,74,Laptop,46,10,7,18,Self-Paced
e5a21b94,41380c,503,25,Video Lecture,In Progress,2022-10-28T00:00:00.000000000,99,Tablet,72,61,2,1,Self-Paced
522e48ef,92adaa,417,26,Assignment,Completed,2022-07-26T00:00:00.000000000,73,Laptop,21,50,2,36,Self-Paced
fc5828f1,de67f2,172,18,Video Lecture,Completed,2022-09-12T00:00:00.000000000,87,Laptop,50,21,19,48,Self-Paced
a5c25a3f,3afb51,158,3,Quiz,Dropped,2023-11-23T00:00:00.000000000,56,Laptop,53,96,0,39,Hybrid
9399d608,25a5af,252,9,Video Lecture,Dropped,2023-07-13T00:00:00.000000000,90,Tablet,99,6,2,29,Live Sessions
9ad37429,5cdb80,129,7,Video Lecture,Completed,2023-09-14T00:00:00.000000000,89,Desktop,107,48,13,21,Live Sessions
d126031a,347568,151,7,Video Lecture,In Progress,2022-09-01T00:00:00.000000000,54,Tablet,10,57,2,38,Live Sessions
4e777cf5,f2b658,101,13,Discussion Forum,In Progress,2022-03-27T00:00:00.000000000,82,Desktop,35,35,18,18,Self-Paced
3b9a14e8,802a45,496,26,Quiz,Completed,2022-05-30T00:00:00.000000000,83,Desktop,9,42,0,12,Live Sessions
d89412f0,c51f5b,289,7,Video Lecture,Completed,2023-07-08T00:00:00.000000000,91,Laptop,113,7,18,5,Self-Paced
ff6602f3,2600b6,14,9,Quiz,Completed,2022-11-24T00:00:00.000000000,84,Desktop,34,11,16,1,Live Sessions
9f766789,36ed39,315,21,Assignment,Dropped,2022-05-22T00:00:00.000000000,54,Tablet,22,42,5,20,Hybrid
f4c8768f,ea6689,317,9,Video Lecture,In Progress,2022-09-10T00:00:00.000000000,95,Mobile,58,8,2,18,Live Sessions
796b75e8,a606f1,448,12,Discussion Forum,In Progress,2022-12-21T00:00:00.000000000,86,Tablet,96,42,7,15,Self-Paced
6581394f,93dfe3,393,8,Quiz,Dropped,2022-07-11T00:00:00.000000000,79,Desktop,49,95,14,31,Live Sessions
500f1fa8,837c9a,561,19,Quiz,In Progress,2022-06-24T00:00:00.000000000,51,Tablet,39,59,3,17,Live Sessions
63809c6b,4c8ed1,590,28,Quiz,Completed,2023-09-01T00:00:00.000000000,53,Laptop,85,57,13,19,Self-Paced
749292cb,5a78e2,61,7,Quiz,In Progress,2022-07-24T00:00:00.000000000,87,Laptop,119,75,1,37,Hybrid
e31b8248,7139f1,235,10,Quiz,In Progress,2022-05-16T00:00:00.000000000,84,Tablet,24,12,10,3,Live Sessions
dfd905a3,d67b47,204,10,Video Lecture,Completed,2023-01-25T00:00:00.000000000,84,Laptop,75,53,5,24,Self-Paced
8012bfbf,4a200c,260,8,Assignment,Dropped,2023-11-15T00:00:00.000000000,51,Mobile,39,52,5,41,Self-Paced
6ef787cb,672a84,558,17,Video Lecture,Completed,2022-08-07T00:00:00.000000000,59,Laptop,72,43,9,12,Hybrid
ac6a4b61,623da4,175,9,Video Lecture,Completed,2022-04-07T00:00:00.000000000,80,Desktop,17,94,12,35,Self-Paced
95a5829e,5584be,361,22,Quiz,Dropped,2023-02-17T00:00:00.000000000,84,Mobile,89,39,15,2,Hybrid
01f7fe27,7dfea5,516,26,Video Lecture,Dropped,2023-02-19T00:00:00.000000000,80,Tablet,89,30,3,49,Self-Paced
ee038e27,4bb64e,259,27,Video Lecture,Completed,2022-03-21T00:00:00.000000000,96,Tablet,75,67,14,24,Hybrid
60f4cf6d,97b294,355,23,Assignment,Completed,2022-10-16T00:00:00.000000000,78,Desktop,17,27,6,35,Live Sessions
cc423a41,63f889,133,22,Assignment,Completed,2023-12-20T00:00:00.000000000,56,Tablet,112,70,4,49,Self-Paced
5d785fd6,60baf5,280,21,Assignment,Completed,2023-08-24T00:00:00.000000000,61,Desktop,72,99,10,31,Live Sessions
e3b745b5,85b2d6,579,7,Video Lecture,In Progress,2023-07-05T00:00:00.000000000,74,Desktop,62,99,6,43,Live Sessions
